FAMILIA,GRUPO,ARTÍCULO,NOMBRE,IMPORTE
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.13,RADIOTERAPIA. NIVEL I: PROFILAXIS DEL SNC (LEUCEMIAS. NO SÍ SON NIÑOS < 7 AÑOS).,1087.34 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.13,RADIOTERAPIA. NIVEL I: PROFILAXIS DEL SNC (LEUCEMIAS. NO SÍ SON NIÑOS < 7 AÑOS). (ACELERADOR LINEAL),1223.67 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.14,RADIOTERAPIA. NIVEL I: HÍGADO SINTOMÁTICO.,1087.34 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.14,RADIOTERAPIA. NIVEL I: HÍGADO SINTOMÁTICO. (ACELERADOR LINEAL),1223.67 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.15,RADIOTERAPIA. NIVEL I: METÁSTASIS EN SNC SINTOMÁTICO.,1087.34 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.15,RADIOTERAPIA. NIVEL I: METÁSTASIS EN SNC SINTOMÁTICO. (ACELERADOR LINEAL),1223.67 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.16,RADIOTERAPIA. NIVEL I: ORL SINTOMÁTICO. (ACELERADOR LINEAL),1223.67 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.16,RADIOTERAPIA. NIVEL I: ORL SINTOMÁTICO.,1087.34 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.17,RADIOTERAPIA. NIVEL I: TIROIDES SINTOMÁTICO. (ACELERADOR LINEAL),1223.67 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.17,RADIOTERAPIA. NIVEL I: TIROIDES SINTOMÁTICO.,1087.34 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.18,RADIOTERAPIA. NIVEL I: VEJIGA/PRÓSTATA SINTOMÁTICO.,1087.34 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.18,RADIOTERAPIA. NIVEL I: VEJIGA/PRÓSTATA SINTOMÁTICO. (ACELERADOR LINEAL),1223.67 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.19,RADIOTERAPIA. NIVEL I: METÁSTASIS ÓSEAS (1 SÓLA LOCALIZACIÓN). (ACELERADOR LINEAL),1223.67 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.19,RADIOTERAPIA. NIVEL I: METÁSTASIS ÓSEAS (1 SÓLA LOCALIZACIÓN).,1087.34 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.20,RADIOTERAPIA. NIVEL I: BETATERAPIA DE PROCESOS BENIGNOS (ESTRONCIO OCULAR). (ACELERADOR LINEAL),1223.67 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.20,RADIOTERAPIA. NIVEL I: BETATERAPIA DE PROCESOS BENIGNOS (ESTRONCIO OCULAR).,1087.34 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.21,RADIOTERAPIA. NIVEL I: RT SUPERFICIAL (INDEPENDIENTEMENTE DE LA DOSIS). (ACELERADOR LINEAL),1223.67 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.21,RADIOTERAPIA. NIVEL I: RT SUPERFICIAL (INDEPENDIENTEMENTE DE LA DOSIS).,1087.34 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.22,RADIOTERAPIA. NIVEL I: RADIOTERAPIA ESPLÉNICA. (ACELERADOR LINEAL),1223.67 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.22,RADIOTERAPIA. NIVEL I: RADIOTERAPIA ESPLÉNICA.,1087.34 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.23,RADIOTERAPIA. NIVEL I: RADIOCASTRACIÓN.,1087.34 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.23,RADIOTERAPIA. NIVEL I: RADIOCASTRACIÓN. (ACELERADOR LINEAL),1223.67 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.24,RADIOTERAPIA. NIVEL I: HEMODERIVADOS Y MUESTRAS BIOLÓGICAS. (ACELERADOR LINEAL),1223.67 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.24,RADIOTERAPIA. NIVEL I: HEMODERIVADOS Y MUESTRAS BIOLÓGICAS.,1087.34 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.25,RADIOTERAPIA. NIVEL I: OTROS TRATAMIENTOS PALIATIVOS HASTA UNA DOSIS MÁXIMA DE 30 GY.,1087.34 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.1.25,RADIOTERAPIA. NIVEL I: OTROS TRATAMIENTOS PALIATIVOS HASTA UNA DOSIS MÁXIMA DE 30 GY. (ACELERADOR LINEAL),1223.67 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.1,RADIOTERAPIA. NIVEL II: MAMA COMPLEMENTARIA (TÉCNICA DE 2 CAMPOS). INDEPENDIENTEMENTE DE SI SE REALIZ...(ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.1,RADIOTERAPIA. NIVEL II: MAMA COMPLEMENTARIA (TÉCNICA DE 2 CAMPOS). INDEPENDIENTEMENTE DE SI SE REALIZÓ CIRUGÍA CONSERVADORA,1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.2,RADIOTERAPIA. NIVEL II: MAMA PALIATIVA /PREOPERATORIA (DOSIS DE 45-50 GY). (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.2,RADIOTERAPIA. NIVEL II: MAMA PALIATIVA /PREOPERATORIA (DOSIS DE 45-50 GY).,1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.3,RADIOTERAPIA. NIVEL II: CERVIX COMPLEMENTARIO (POSTHISTERECTOMÍA). (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.3,RADIOTERAPIA. NIVEL II: CERVIX COMPLEMENTARIO (POSTHISTERECTOMÍA).,1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.4,RADIOTERAPIA. NIVEL II: CERVIX PALIATIVO/PREOPERATORIO (DOSIS DE 45-50 GY). (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.4,RADIOTERAPIA. NIVEL II: CERVIX PALIATIVO/PREOPERATORIO (DOSIS DE 45-50 GY).,1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.5,RADIOTERAPIA. NIVEL II: ENDOMETRIO COMPLEMENTARIO (POSTHISTERECTOMÍA). (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.5,RADIOTERAPIA. NIVEL II: ENDOMETRIO COMPLEMENTARIO (POSTHISTERECTOMÍA).,1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.6,RADIOTERAPIA. NIVEL II: ENDOMETRIO PALIATIVO/PREOPERATORIO (DOSIS DE 45-50 GY). (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.6,RADIOTERAPIA. NIVEL II: ENDOMETRIO PALIATIVO/PREOPERATORIO (DOSIS DE 45-50 GY).,1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.7,RADIOTERAPIA. NIVEL II: VAGINA COMPLEMENTARIA (POSTCIRUGÍA) (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.7,RADIOTERAPIA. NIVEL II: VAGINA COMPLEMENTARIA (POSTCIRUGÍA),1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.8,RADIOTERAPIA. NIVEL II: VULVA COMPLEMENTARIA (POSTCIRUGÍA) (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.8,RADIOTERAPIA. NIVEL II: VULVA COMPLEMENTARIA (POSTCIRUGÍA),1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.9,RADIOTERAPIA. NIVEL II: PULMÓN COMPLEMENTARIO (INDEPENDIENTEMENTE DEL TIPO HISTOLÓGICO). (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.9,RADIOTERAPIA. NIVEL II: PULMÓN COMPLEMENTARIO (INDEPENDIENTEMENTE DEL TIPO HISTOLÓGICO).,1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.10,"CENTROS HOSP. RADIOT. NIVEL II: PULMÓN PALIATIVO/PREOP. (DOSIS SUPERIORES A 30 GY . HASTA 60 GY). INCLUYE LA ""PALIACIÓN RADICAL"" (ACELERADOR LINEAL)",2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.10,"RADIOTERAPIA. NIVEL II: PULMÓN PALIATIVO/PREOPERATORIO (DOSIS SUPERIORES A 30 GY . HASTA 60 GY). INCLUYE LA ""PALIACIÓN RADICAL""",1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.11,RADIOTERAPIA. NIVEL II: ESÓFAGO/TRÁQUEA COMPLEMENTARIO. (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.11,RADIOTERAPIA. NIVEL II: ESÓFAGO/TRÁQUEA COMPLEMENTARIO.,1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.12,RADIOTERAPIA. NIVEL II: ESTÓMAGO COMPLEMENTARIO. (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.12,RADIOTERAPIA. NIVEL II: ESTÓMAGO COMPLEMENTARIO.,1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.13,RADIOTERAPIA. NIVEL II: PÁNCREAS/VÍAS BILIARES COMPLEMENTARIO. (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.13,RADIOTERAPIA. NIVEL II: PÁNCREAS/VÍAS BILIARES COMPLEMENTARIO.,1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.14,RADIOTERAPIA. NIVEL II: RECTO/SIGMA COMPLEMENTARIO/PREOPERATORIO. (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.14,RADIOTERAPIA. NIVEL II: RECTO/SIGMA COMPLEMENTARIO/PREOPERATORIO.,1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.15,RADIOTERAPIA. NIVEL II: VEJIGA/PRÓSTATA COMPLEMENTARIO. (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.15,RADIOTERAPIA. NIVEL II: VEJIGA/PRÓSTATA COMPLEMENTARIO.,1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.16,RADIOTERAPIA. NIVEL II: SEMINOMA. (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.16,RADIOTERAPIA. NIVEL II: SEMINOMA.,1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.17,RADIOTERAPIA. NIVEL II: RIÑÓN/URÉTER COMPLEMENTARIO. (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.17,RADIOTERAPIA. NIVEL II: RIÑÓN/URÉTER COMPLEMENTARIO.,1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.18,RADIOTERAPIA. NIVEL II: METÁSTASIS IRRADIADAS MÁS DE 2 SIMULTÁNEAS. (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.18,RADIOTERAPIA. NIVEL II: METÁSTASIS IRRADIADAS MÁS DE 2 SIMULTÁNEAS.,1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.19,CENTROS HOSP. RADIOT. NIVEL II: LINFOMAS : TRATAMIENTO DE CAMPOS AFECTOS (IF) (NO INCLUIBLES EN CONFORMACIÓN TIPO MANTLE...). (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.19,RADIOTERAPIA. NIVEL II: LINFOMAS : TRATAMIENTO DE CAMPOS AFECTOS (IF) (NO INCLUIBLES EN CONFORMACIÓN TIPO MANTLE...).,1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.20,RADIOTERAPIA. NIVEL II: PIEL : TRATAMIENTO CON ELECTRONES HASTA 60 GY. (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.20,RADIOTERAPIA. NIVEL II: PIEL : TRATAMIENTO CON ELECTRONES HASTA 60 GY.,1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.21,RADIOTERAPIA. NIVEL II: OTROS PROCESOS HASTA 60 GY (TRATAMIENTOS COMPLEMENTARIOS). (ACELERADOR LINEAL),2368.50 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.2.21,RADIOTERAPIA. NIVEL II: OTROS PROCESOS HASTA 60 GY (TRATAMIENTOS COMPLEMENTARIOS).,1895.46 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.3.1,RADIOTERAPIA. NIVEL III: MAMA RADICAL (POSTMASTECTOMÍA CON TÉCNICA DE 3 CAMPOS Ó MÁS). (ACELERADOR LINEAL),3679.22 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.3.1,RADIOTERAPIA. NIVEL III: MAMA RADICAL (POSTMASTECTOMÍA CON TÉCNICA DE 3 CAMPOS Ó MÁS).,3137.19 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.3.2,RADIOTERAPIA. NIVEL III: MAMA CONSERVADORA + SOBREIMPRESIÓN CON RT EXTERNA. (ACELERADOR LINEAL),3679.22 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.3.2,RADIOTERAPIA. NIVEL III: MAMA CONSERVADORA + SOBREIMPRESIÓN CON RT EXTERNA.,3137.19 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.3.3,RADIOTERAPIA. NIVEL III: CERVIX RADICAL.,3137.19 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.3.3,RADIOTERAPIA. NIVEL III: CERVIX RADICAL. (ACELERADOR LINEAL),3679.22 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.3.4,RADIOTERAPIA. NIVEL III: ENDOMETRIO RADICAL.,3137.19 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.3.4,RADIOTERAPIA. NIVEL III: ENDOMETRIO RADICAL. (ACELERADOR LINEAL),3679.22 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.3.5,RADIOTERAPIA. NIVEL III: VAGINA RADICAL. (ACELERADOR LINEAL),3679.22 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.3.5,RADIOTERAPIA. NIVEL III: VAGINA RADICAL.,3137.19 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.3.6,RADIOTERAPIA. NIVEL III: VULVA RADICAL. (ACELERADOR LINEAL),3679.22 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.3.6,RADIOTERAPIA. NIVEL III: VULVA RADICAL.,3137.19 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.3.7,RADIOTERAPIA. NIVEL III: ANO RADICAL.,3137.19 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.3.7,RADIOTERAPIA. NIVEL III: ANO RADICAL. (ACELERADOR LINEAL),3679.22 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.3.8,RADIOTERAPIA. NIVEL III: ASTROCITOMA COMPLEMENTARIO/RADICAL.,3137.19 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.3.8,RADIOTERAPIA. NIVEL III: ASTROCITOMA COMPLEMENTARIO/RADICAL. (ACELERADOR LINEAL),3679.22 
III. CENTROS HOSPITALARIOS,III.3 PRUEBAS DIAGNÓSTICAS/TERAPÉUTICAS/LABORATORIO/ANATOMÍA PATOLÓGICA/RADIOTERAPIA,III.3.3.3.9,RADIOTERAPIA. NIVEL III: HIPÓFISIS RADICAL.,3137.19 
