LTLA_name,LTLA_code,specimen_date,n,percent,sgtf,total,conf_low,conf_high
Shropshire,E06000051,25/11/2021,194,100,Cases with confirmed S-gene,194,97.57977249,100
Shropshire,E06000051,26/11/2021,173,99.43,Cases with confirmed S-gene,174,96.35239658,99.96999261
Shropshire,E06000051,26/11/2021,1,0.57,Cases with confirmed SGTF,174,0.030007386,3.64760342
Shropshire,E06000051,27/11/2021,114,100,Cases with confirmed S-gene,114,95.93735542,100
Shropshire,E06000051,28/11/2021,130,100,Cases with confirmed S-gene,130,96.42285828,100
Shropshire,E06000051,29/11/2021,263,100,Cases with confirmed S-gene,263,98.20549336,100
Shropshire,E06000051,30/11/2021,198,99,Cases with confirmed S-gene,200,96.05077148,99.82660307
Shropshire,E06000051,30/11/2021,2,1,Cases with confirmed SGTF,200,0.173396934,3.949228522
Shropshire,E06000051,01/12/2021,203,99.51,Cases with confirmed S-gene,204,96.87832151,99.97440638
Shropshire,E06000051,01/12/2021,1,0.49,Cases with confirmed SGTF,204,0.025593619,3.121678488
Shropshire,E06000051,02/12/2021,219,99.55,Cases with confirmed S-gene,220,97.1012321,99.97626809
Shropshire,E06000051,02/12/2021,1,0.45,Cases with confirmed SGTF,220,0.023731906,2.898767896
Shropshire,E06000051,03/12/2021,116,99.15,Cases with confirmed S-gene,117,94.63511745,99.95536834
Shropshire,E06000051,03/12/2021,1,0.85,Cases with confirmed SGTF,117,0.044631663,5.364882551
Shropshire,E06000051,06/12/2021,109,100,Cases with confirmed S-gene,109,95.75741217,100
Shropshire,E06000051,10/12/2021,163,95.88,Cases with confirmed S-gene,170,91.36625563,98.18382019
Shropshire,E06000051,10/12/2021,7,4.12,Cases with confirmed SGTF,170,1.816179814,8.633744365
Shropshire,E06000051,11/12/2021,122,90.37,Cases with confirmed S-gene,135,83.78192381,94.56499251
Shropshire,E06000051,11/12/2021,13,9.63,Cases with confirmed SGTF,135,5.435007489,16.21807619
Shropshire,E06000051,12/12/2021,111,83.46,Cases with confirmed S-gene,133,75.80426334,89.12547234
Shropshire,E06000051,12/12/2021,22,16.54,Cases with confirmed SGTF,133,10.87452766,24.19573666
Shropshire,E06000051,13/12/2021,120,70.18,Cases with confirmed S-gene,171,62.63203916,76.79497633
Shropshire,E06000051,13/12/2021,51,29.82,Cases with confirmed SGTF,171,23.20502367,37.36796084
Solihull,E08000029,01/11/2021,148,100,Cases with confirmed S-gene,148,96.84678448,100
Solihull,E08000029,15/11/2021,119,100,Cases with confirmed S-gene,119,96.10265585,100
Solihull,E08000029,16/11/2021,124,100,Cases with confirmed S-gene,124,96.25503088,100
Solihull,E08000029,17/11/2021,102,100,Cases with confirmed S-gene,102,95.4769423,100
Solihull,E08000029,20/11/2021,116,100,Cases with confirmed S-gene,116,96.00513014,100
Solihull,E08000029,22/11/2021,131,100,Cases with confirmed S-gene,131,96.44937794,100
Solihull,E08000029,23/11/2021,112,100,Cases with confirmed S-gene,112,95.8672414,100
Solihull,E08000029,24/11/2021,106,100,Cases with confirmed S-gene,106,95.64158619,100
Solihull,E08000029,25/11/2021,106,100,Cases with confirmed S-gene,106,95.64158619,100
Solihull,E08000029,29/11/2021,162,100,Cases with confirmed S-gene,162,97.11290112,100
Solihull,E08000029,30/11/2021,178,100,Cases with confirmed S-gene,178,97.36687141,100
Solihull,E08000029,01/12/2021,162,100,Cases with confirmed S-gene,162,97.11290112,100
Solihull,E08000029,02/12/2021,118,98.33,Cases with confirmed S-gene,120,93.50853654,99.7107956
Solihull,E08000029,02/12/2021,2,1.67,Cases with confirmed SGTF,120,0.289204399,6.491463463
Solihull,E08000029,03/12/2021,109,100,Cases with confirmed S-gene,109,95.75741217,100
Solihull,E08000029,06/12/2021,140,99.29,Cases with confirmed S-gene,141,95.52265297,99.9629675
Solihull,E08000029,06/12/2021,1,0.71,Cases with confirmed SGTF,141,0.037032501,4.477347031
Solihull,E08000029,08/12/2021,107,91.45,Cases with confirmed S-gene,117,84.46129549,95.59760419
Solihull,E08000029,08/12/2021,10,8.55,Cases with confirmed SGTF,117,4.402395814,15.53870451
Solihull,E08000029,09/12/2021,97,91.51,Cases with confirmed S-gene,106,84.071328,95.79980338
Solihull,E08000029,09/12/2021,9,8.49,Cases with confirmed SGTF,106,4.200196619,15.928672
Solihull,E08000029,11/12/2021,94,87.04,Cases with confirmed S-gene,108,78.87570042,92.47507513
Solihull,E08000029,11/12/2021,14,12.96,Cases with confirmed SGTF,108,7.524924868,21.12429958
Solihull,E08000029,12/12/2021,87,78.38,Cases with confirmed S-gene,111,69.35122794,85.39807707
Solihull,E08000029,12/12/2021,24,21.62,Cases with confirmed SGTF,111,14.60192293,30.64877206
Solihull,E08000029,13/12/2021,102,66.67,Cases with confirmed S-gene,153,58.53342199,73.94826487
Solihull,E08000029,13/12/2021,51,33.33,Cases with confirmed SGTF,153,26.05173513,41.46657801
South Cambridgeshire,E07000012,15/11/2021,103,100,Cases with confirmed S-gene,103,95.51925852,100
South Cambridgeshire,E07000012,10/12/2021,98,88.29,Cases with confirmed S-gene,111,80.46178785,93.36796939
South Cambridgeshire,E07000012,10/12/2021,13,11.71,Cases with confirmed SGTF,111,6.632030614,19.53821215
South Gloucestershire,E06000025,03/11/2021,105,100,Cases with confirmed S-gene,105,95.60155924,100
South Gloucestershire,E06000025,10/11/2021,132,100,Cases with confirmed S-gene,132,96.47550729,100
South Gloucestershire,E06000025,13/11/2021,127,100,Cases with confirmed S-gene,127,96.34086791,100
South Gloucestershire,E06000025,15/11/2021,115,100,Cases with confirmed S-gene,115,95.97152782,100
South Gloucestershire,E06000025,25/11/2021,111,100,Cases with confirmed S-gene,111,95.83126897,100
South Gloucestershire,E06000025,29/11/2021,102,99.03,Cases with confirmed S-gene,103,93.93366351,99.9492994
South Gloucestershire,E06000025,29/11/2021,1,0.97,Cases with confirmed SGTF,103,0.050700599,6.066336493
South Gloucestershire,E06000025,30/11/2021,124,99.2,Cases with confirmed S-gene,125,94.96763366,99.95822573
South Gloucestershire,E06000025,30/11/2021,1,0.8,Cases with confirmed SGTF,125,0.041774268,5.032366343
South Gloucestershire,E06000025,01/12/2021,150,100,Cases with confirmed S-gene,150,96.88776565,100
South Gloucestershire,E06000025,03/12/2021,133,99.25,Cases with confirmed S-gene,134,95.29565904,99.96103235
South Gloucestershire,E06000025,03/12/2021,1,0.75,Cases with confirmed SGTF,134,0.038967646,4.704340962
South Gloucestershire,E06000025,04/12/2021,143,98.62,Cases with confirmed S-gene,145,94.59566796,99.76073323
South Gloucestershire,E06000025,04/12/2021,2,1.38,Cases with confirmed SGTF,145,0.239266773,5.404332043
South Tyneside,E08000023,01/11/2021,116,100,Cases with confirmed S-gene,116,96.00513014,100
Southampton,E06000045,15/11/2021,134,100,Cases with confirmed S-gene,134,96.52662901,100
Southampton,E06000045,09/12/2021,82,81.19,Cases with confirmed S-gene,101,71.92983511,88.01684501
Southampton,E06000045,09/12/2021,19,18.81,Cases with confirmed SGTF,101,11.98315499,28.07016489
Southampton,E06000045,13/12/2021,55,51.89,Cases with confirmed S-gene,106,42.01871671,61.61646613
Southampton,E06000045,13/12/2021,51,48.11,Cases with confirmed SGTF,106,38.38353387,57.98128329
Southend-on-Sea,E06000033,15/11/2021,126,100,Cases with confirmed S-gene,126,96.31269614,100
Southend-on-Sea,E06000033,18/11/2021,103,100,Cases with confirmed S-gene,103,95.51925852,100
Southend-on-Sea,E06000033,25/11/2021,104,100,Cases with confirmed S-gene,104,95.5607903,100
Southend-on-Sea,E06000033,30/11/2021,108,100,Cases with confirmed S-gene,108,95.71949364,100
Southend-on-Sea,E06000033,02/12/2021,101,100,Cases with confirmed S-gene,101,95.43381921,100
Southend-on-Sea,E06000033,03/12/2021,108,98.18,Cases with confirmed S-gene,110,92.94052545,99.68445225
Southend-on-Sea,E06000033,03/12/2021,2,1.82,Cases with confirmed SGTF,110,0.315547747,7.059474545
Southend-on-Sea,E06000033,06/12/2021,122,94.57,Cases with confirmed S-gene,129,88.72884707,97.60151858
Southend-on-Sea,E06000033,06/12/2021,7,5.43,Cases with confirmed SGTF,129,2.398481415,11.27115293
Southend-on-Sea,E06000033,10/12/2021,89,80.18,Cases with confirmed S-gene,111,71.31575814,86.90610033
Southend-on-Sea,E06000033,10/12/2021,22,19.82,Cases with confirmed SGTF,111,13.09389967,28.68424186
Southend-on-Sea,E06000033,12/12/2021,66,56.41,Cases with confirmed S-gene,117,46.93995243,65.45393692
Southend-on-Sea,E06000033,12/12/2021,51,43.59,Cases with confirmed SGTF,117,34.54606308,53.06004757
Southend-on-Sea,E06000033,13/12/2021,112,59.26,Cases with confirmed S-gene,189,51.87138343,66.26445327
Southend-on-Sea,E06000033,13/12/2021,77,40.74,Cases with confirmed SGTF,189,33.73554673,48.12861657
Southwark,E09000028,29/11/2021,123,99.19,Cases with confirmed S-gene,124,94.92834074,99.95788873
Southwark,E09000028,29/11/2021,1,0.81,Cases with confirmed SGTF,124,0.042111272,5.071659258
Southwark,E09000028,04/12/2021,106,97.25,Cases with confirmed S-gene,109,91.57436551,99.28649724
Southwark,E09000028,04/12/2021,3,2.75,Cases with confirmed SGTF,109,0.713502755,8.425634491
Southwark,E09000028,06/12/2021,138,83.13,Cases with confirmed S-gene,166,76.36892058,88.31969506
Southwark,E09000028,06/12/2021,28,16.87,Cases with confirmed SGTF,166,11.68030494,23.63107942
Southwark,E09000028,07/12/2021,80,61.54,Cases with confirmed S-gene,130,52.57019861,69.81438312
Southwark,E09000028,07/12/2021,50,38.46,Cases with confirmed SGTF,130,30.18561688,47.42980139
Southwark,E09000028,08/12/2021,83,54.61,Cases with confirmed S-gene,152,46.34883341,62.62533742
Southwark,E09000028,08/12/2021,69,45.39,Cases with confirmed SGTF,152,37.37466258,53.65116659
Southwark,E09000028,09/12/2021,114,48.1,Cases with confirmed S-gene,237,41.61478307,54.65031156
Southwark,E09000028,09/12/2021,123,51.9,Cases with confirmed SGTF,237,45.34968844,58.38521693
Southwark,E09000028,10/12/2021,129,44.48,Cases with confirmed S-gene,290,38.7044617,50.40963169
Southwark,E09000028,10/12/2021,161,55.52,Cases with confirmed SGTF,290,49.59036831,61.2955383
Southwark,E09000028,12/12/2021,51,33.12,Cases with confirmed S-gene,154,25.87530124,41.2156503
Southwark,E09000028,12/12/2021,103,66.88,Cases with confirmed SGTF,154,58.7843497,74.12469876
Southwark,E09000028,13/12/2021,46,16.43,Cases with confirmed S-gene,280,12.39082884,21.41194375
Southwark,E09000028,13/12/2021,234,83.57,Cases with confirmed SGTF,280,78.58805625,87.60917116
St Albans,E07000240,13/12/2021,33,31.43,Cases with confirmed S-gene,105,22.9136199,41.32330631
St Albans,E07000240,13/12/2021,72,68.57,Cases with confirmed SGTF,105,58.67669369,77.0863801
St. Helens,E08000013,15/11/2021,138,100,Cases with confirmed S-gene,138,96.62454887,100
St. Helens,E08000013,29/11/2021,109,100,Cases with confirmed S-gene,109,95.75741217,100
St. Helens,E08000013,30/11/2021,143,100,Cases with confirmed S-gene,143,96.73944909,100
St. Helens,E08000013,13/12/2021,77,63.64,Cases with confirmed S-gene,121,54.34796146,72.04578151
St. Helens,E08000013,13/12/2021,44,36.36,Cases with confirmed SGTF,121,27.95421849,45.65203854
Stafford,E07000197,01/12/2021,108,100,Cases with confirmed S-gene,108,95.71949364,100
Stockport,E08000007,05/11/2021,117,100,Cases with confirmed S-gene,117,96.03817654,100
Stockport,E08000007,08/11/2021,122,100,Cases with confirmed S-gene,122,96.19553335,100
Stockport,E08000007,09/11/2021,162,100,Cases with confirmed S-gene,162,97.11290112,100
Stockport,E08000007,10/11/2021,132,100,Cases with confirmed S-gene,132,96.47550729,100
Stockport,E08000007,11/11/2021,134,100,Cases with confirmed S-gene,134,96.52662901,100
Stockport,E08000007,14/11/2021,104,100,Cases with confirmed S-gene,104,95.5607903,100
Stockport,E08000007,15/11/2021,140,100,Cases with confirmed S-gene,140,96.67146721,100
Stockport,E08000007,16/11/2021,129,100,Cases with confirmed S-gene,129,96.39593948,100
Stockport,E08000007,17/11/2021,117,100,Cases with confirmed S-gene,117,96.03817654,100
Stockport,E08000007,18/11/2021,125,100,Cases with confirmed S-gene,125,96.28408721,100
Stockport,E08000007,19/11/2021,152,100,Cases with confirmed S-gene,152,96.92769526,100
Stockport,E08000007,20/11/2021,125,100,Cases with confirmed S-gene,125,96.28408721,100
Stockport,E08000007,21/11/2021,123,100,Cases with confirmed S-gene,123,96.22551656,100
Stockport,E08000007,22/11/2021,149,100,Cases with confirmed S-gene,149,96.86740909,100
Stockport,E08000007,23/11/2021,139,100,Cases with confirmed S-gene,139,96.64817222,100
Stockport,E08000007,24/11/2021,133,100,Cases with confirmed S-gene,133,96.50125488,100
Stockport,E08000007,25/11/2021,129,100,Cases with confirmed S-gene,129,96.39593948,100
Stockport,E08000007,26/11/2021,126,100,Cases with confirmed S-gene,126,96.31269614,100
Stockport,E08000007,27/11/2021,110,100,Cases with confirmed S-gene,110,95.79466482,100
Stockport,E08000007,28/11/2021,127,100,Cases with confirmed S-gene,127,96.34086791,100
Stockport,E08000007,29/11/2021,175,100,Cases with confirmed S-gene,175,97.32271256,100
Stockport,E08000007,30/11/2021,183,100,Cases with confirmed S-gene,183,97.43731899,100
Stockport,E08000007,01/12/2021,195,98.98,Cases with confirmed S-gene,197,95.99190664,99.82395959
Stockport,E08000007,01/12/2021,2,1.02,Cases with confirmed SGTF,197,0.176040408,4.008093362
Stockport,E08000007,02/12/2021,154,100,Cases with confirmed S-gene,154,96.96661328,100
Stockport,E08000007,03/12/2021,149,100,Cases with confirmed S-gene,149,96.86740909,100
Stockport,E08000007,05/12/2021,150,98.04,Cases with confirmed S-gene,153,93.92841001,99.49224039
Stockport,E08000007,05/12/2021,3,1.96,Cases with confirmed SGTF,153,0.507759611,6.071589989
Stockport,E08000007,06/12/2021,141,94,Cases with confirmed S-gene,150,88.57607374,97.04383973
Stockport,E08000007,06/12/2021,9,6,Cases with confirmed SGTF,150,2.956160275,11.42392626
Stockport,E08000007,07/12/2021,159,91.38,Cases with confirmed S-gene,174,85.92467896,94.92722319
Stockport,E08000007,07/12/2021,15,8.62,Cases with confirmed SGTF,174,5.072776813,14.07532104
Stockport,E08000007,08/12/2021,116,89.23,Cases with confirmed S-gene,130,82.28275277,93.77015737
Stockport,E08000007,08/12/2021,14,10.77,Cases with confirmed SGTF,130,6.229842627,17.71724723
Stockport,E08000007,09/12/2021,127,82.47,Cases with confirmed S-gene,154,75.33471915,87.93633346
Stockport,E08000007,09/12/2021,27,17.53,Cases with confirmed SGTF,154,12.06366654,24.66528085
Stockport,E08000007,10/12/2021,164,80.79,Cases with confirmed S-gene,203,74.54992121,85.83163627
Stockport,E08000007,10/12/2021,39,19.21,Cases with confirmed SGTF,203,14.16836373,25.45007879
Stockport,E08000007,11/12/2021,115,73.25,Cases with confirmed S-gene,157,65.49380748,79.84220169
Stockport,E08000007,11/12/2021,42,26.75,Cases with confirmed SGTF,157,20.15779831,34.50619252
Stockport,E08000007,12/12/2021,122,66.67,Cases with confirmed S-gene,183,59.27493453,73.34596734
Stockport,E08000007,12/12/2021,61,33.33,Cases with confirmed SGTF,183,26.65403266,40.72506547
Stockport,E08000007,13/12/2021,85,55.19,Cases with confirmed S-gene,154,46.98755559,63.13887473
Stockport,E08000007,13/12/2021,69,44.81,Cases with confirmed SGTF,154,36.86112527,53.01244441
Stockton-on-Tees,E06000004,01/11/2021,111,100,Cases with confirmed S-gene,111,95.83126897,100
Stockton-on-Tees,E06000004,11/11/2021,116,100,Cases with confirmed S-gene,116,96.00513014,100
Stockton-on-Tees,E06000004,15/11/2021,116,100,Cases with confirmed S-gene,116,96.00513014,100
Stockton-on-Tees,E06000004,17/11/2021,116,100,Cases with confirmed S-gene,116,96.00513014,100
Stockton-on-Tees,E06000004,18/11/2021,121,100,Cases with confirmed S-gene,121,96.16506997,100
Stockton-on-Tees,E06000004,22/11/2021,109,100,Cases with confirmed S-gene,109,95.75741217,100
Stockton-on-Tees,E06000004,23/11/2021,111,100,Cases with confirmed S-gene,111,95.83126897,100
Stockton-on-Tees,E06000004,24/11/2021,101,100,Cases with confirmed S-gene,101,95.43381921,100
Stockton-on-Tees,E06000004,29/11/2021,125,100,Cases with confirmed S-gene,125,96.28408721,100
Stockton-on-Tees,E06000004,30/11/2021,105,100,Cases with confirmed S-gene,105,95.60155924,100
Stockton-on-Tees,E06000004,01/12/2021,119,99.17,Cases with confirmed S-gene,120,94.76483567,99.95648452
Stockton-on-Tees,E06000004,01/12/2021,1,0.83,Cases with confirmed SGTF,120,0.043515477,5.235164327
Stockton-on-Tees,E06000004,02/12/2021,120,100,Cases with confirmed S-gene,120,96.13411481,100
Stockton-on-Tees,E06000004,06/12/2021,123,100,Cases with confirmed S-gene,123,96.22551656,100
Stockton-on-Tees,E06000004,07/12/2021,110,100,Cases with confirmed S-gene,110,95.79466482,100
Stockton-on-Tees,E06000004,08/12/2021,140,100,Cases with confirmed S-gene,140,96.67146721,100
Stockton-on-Tees,E06000004,09/12/2021,103,99.04,Cases with confirmed S-gene,104,93.98979364,99.94978711
Stockton-on-Tees,E06000004,09/12/2021,1,0.96,Cases with confirmed SGTF,104,0.050212894,6.010206362
Stoke-on-Trent,E06000021,01/11/2021,122,100,Cases with confirmed S-gene,122,96.19553335,100
Stoke-on-Trent,E06000021,02/11/2021,111,100,Cases with confirmed S-gene,111,95.83126897,100
Stoke-on-Trent,E06000021,08/11/2021,132,100,Cases with confirmed S-gene,132,96.47550729,100
Stoke-on-Trent,E06000021,10/11/2021,106,100,Cases with confirmed S-gene,106,95.64158619,100
Stoke-on-Trent,E06000021,11/11/2021,140,100,Cases with confirmed S-gene,140,96.67146721,100
Stoke-on-Trent,E06000021,12/11/2021,101,100,Cases with confirmed S-gene,101,95.43381921,100
Stoke-on-Trent,E06000021,15/11/2021,132,100,Cases with confirmed S-gene,132,96.47550729,100
Stoke-on-Trent,E06000021,16/11/2021,130,100,Cases with confirmed S-gene,130,96.42285828,100
Stoke-on-Trent,E06000021,17/11/2021,144,100,Cases with confirmed S-gene,144,96.7614968,100
Stoke-on-Trent,E06000021,18/11/2021,123,100,Cases with confirmed S-gene,123,96.22551656,100
Stoke-on-Trent,E06000021,19/11/2021,132,100,Cases with confirmed S-gene,132,96.47550729,100
Stoke-on-Trent,E06000021,21/11/2021,105,100,Cases with confirmed S-gene,105,95.60155924,100
Stoke-on-Trent,E06000021,22/11/2021,150,100,Cases with confirmed S-gene,150,96.88776565,100
Stoke-on-Trent,E06000021,23/11/2021,136,100,Cases with confirmed S-gene,136,96.57628893,100
Stoke-on-Trent,E06000021,24/11/2021,123,100,Cases with confirmed S-gene,123,96.22551656,100
Stoke-on-Trent,E06000021,25/11/2021,117,100,Cases with confirmed S-gene,117,96.03817654,100
Stoke-on-Trent,E06000021,26/11/2021,110,100,Cases with confirmed S-gene,110,95.79466482,100
Stoke-on-Trent,E06000021,29/11/2021,153,100,Cases with confirmed S-gene,153,96.9472783,100
Stoke-on-Trent,E06000021,30/11/2021,177,100,Cases with confirmed S-gene,177,97.35231454,100
Stoke-on-Trent,E06000021,01/12/2021,151,100,Cases with confirmed S-gene,151,96.90785936,100
Stoke-on-Trent,E06000021,02/12/2021,154,100,Cases with confirmed S-gene,154,96.96661328,100
Stoke-on-Trent,E06000021,03/12/2021,151,100,Cases with confirmed S-gene,151,96.90785936,100
Stoke-on-Trent,E06000021,05/12/2021,112,100,Cases with confirmed S-gene,112,95.8672414,100
Stoke-on-Trent,E06000021,06/12/2021,160,98.77,Cases with confirmed S-gene,162,95.14820734,99.78587516
Stoke-on-Trent,E06000021,06/12/2021,2,1.23,Cases with confirmed SGTF,162,0.214124841,4.851792659
Stoke-on-Trent,E06000021,07/12/2021,104,99.05,Cases with confirmed S-gene,105,94.04489467,99.95026552
Stoke-on-Trent,E06000021,07/12/2021,1,0.95,Cases with confirmed SGTF,105,0.049734483,5.95510533
Stoke-on-Trent,E06000021,08/12/2021,134,99.26,Cases with confirmed S-gene,135,95.3294857,99.96132109
Stoke-on-Trent,E06000021,08/12/2021,1,0.74,Cases with confirmed SGTF,135,0.038678907,4.670514296
Stoke-on-Trent,E06000021,09/12/2021,134,94.37,Cases with confirmed S-gene,142,88.83391779,97.3567861
Stoke-on-Trent,E06000021,09/12/2021,8,5.63,Cases with confirmed SGTF,142,2.643213899,11.16608221
Stoke-on-Trent,E06000021,10/12/2021,114,92.68,Cases with confirmed S-gene,123,86.17693728,96.38723657
Stoke-on-Trent,E06000021,10/12/2021,9,7.32,Cases with confirmed SGTF,123,3.612763425,13.82306272
Stoke-on-Trent,E06000021,12/12/2021,96,85.71,Cases with confirmed S-gene,112,77.5390316,91.36310838
Stoke-on-Trent,E06000021,12/12/2021,16,14.29,Cases with confirmed SGTF,112,8.636891619,22.4609684
Sunderland,E08000024,01/11/2021,141,99.3,Cases with confirmed S-gene,142,95.55330477,99.96322837
Sunderland,E08000024,01/11/2021,1,0.7,Cases with confirmed SGTF,142,0.036771631,4.44669523
Sunderland,E08000024,11/11/2021,105,100,Cases with confirmed S-gene,105,95.60155924,100
Sunderland,E08000024,12/11/2021,106,100,Cases with confirmed S-gene,106,95.64158619,100
Sunderland,E08000024,15/11/2021,108,100,Cases with confirmed S-gene,108,95.71949364,100
Sunderland,E08000024,16/11/2021,121,100,Cases with confirmed S-gene,121,96.16506997,100
Sunderland,E08000024,17/11/2021,162,100,Cases with confirmed S-gene,162,97.11290112,100
Sunderland,E08000024,18/11/2021,122,100,Cases with confirmed S-gene,122,96.19553335,100
Sunderland,E08000024,19/11/2021,130,100,Cases with confirmed S-gene,130,96.42285828,100
Sunderland,E08000024,20/11/2021,105,100,Cases with confirmed S-gene,105,95.60155924,100
Sunderland,E08000024,21/11/2021,120,100,Cases with confirmed S-gene,120,96.13411481,100
Sunderland,E08000024,22/11/2021,164,100,Cases with confirmed S-gene,164,97.14729471,100
Sunderland,E08000024,23/11/2021,135,100,Cases with confirmed S-gene,135,96.55163774,100
Sunderland,E08000024,24/11/2021,127,100,Cases with confirmed S-gene,127,96.34086791,100
Sunderland,E08000024,25/11/2021,132,100,Cases with confirmed S-gene,132,96.47550729,100
Sunderland,E08000024,26/11/2021,110,100,Cases with confirmed S-gene,110,95.79466482,100
Sunderland,E08000024,28/11/2021,130,100,Cases with confirmed S-gene,130,96.42285828,100
Sunderland,E08000024,29/11/2021,125,100,Cases with confirmed S-gene,125,96.28408721,100
Sunderland,E08000024,30/11/2021,139,100,Cases with confirmed S-gene,139,96.64817222,100
Sunderland,E08000024,01/12/2021,123,100,Cases with confirmed S-gene,123,96.22551656,100
Sunderland,E08000024,02/12/2021,111,99.11,Cases with confirmed S-gene,112,94.40402091,99.9533751
Sunderland,E08000024,02/12/2021,1,0.89,Cases with confirmed SGTF,112,0.046624902,5.595979087
Sunderland,E08000024,03/12/2021,101,100,Cases with confirmed S-gene,101,95.43381921,100
Sunderland,E08000024,06/12/2021,113,99.12,Cases with confirmed S-gene,114,94.498808,99.95419338
Sunderland,E08000024,06/12/2021,1,0.88,Cases with confirmed SGTF,114,0.045806617,5.501191997
Swale,E07000113,09/12/2021,94,92.16,Cases with confirmed S-gene,102,84.67608611,96.30695708
Swale,E07000113,09/12/2021,8,7.84,Cases with confirmed SGTF,102,3.693042915,15.32391389
Swale,E07000113,10/12/2021,93,91.18,Cases with confirmed S-gene,102,83.47932734,95.63270871
Swale,E07000113,10/12/2021,9,8.82,Cases with confirmed SGTF,102,4.367291293,16.52067266
Swale,E07000113,13/12/2021,69,60,Cases with confirmed S-gene,115,50.42717171,68.89548228
Swale,E07000113,13/12/2021,46,40,Cases with confirmed SGTF,115,31.10451772,49.57282829
Tameside,E08000008,01/11/2021,113,100,Cases with confirmed S-gene,113,95.90259833,100
Tameside,E08000008,03/11/2021,112,100,Cases with confirmed S-gene,112,95.8672414,100
Tameside,E08000008,08/11/2021,131,100,Cases with confirmed S-gene,131,96.44937794,100
Tameside,E08000008,09/11/2021,142,100,Cases with confirmed S-gene,142,96.71709912,100
Tameside,E08000008,10/11/2021,118,100,Cases with confirmed S-gene,118,96.07068069,100
Tameside,E08000008,11/11/2021,114,100,Cases with confirmed S-gene,114,95.93735542,100
Tameside,E08000008,12/11/2021,127,100,Cases with confirmed S-gene,127,96.34086791,100
Tameside,E08000008,15/11/2021,154,100,Cases with confirmed S-gene,154,96.96661328,100
Tameside,E08000008,16/11/2021,157,100,Cases with confirmed S-gene,157,97.02317608,100
Tameside,E08000008,17/11/2021,131,100,Cases with confirmed S-gene,131,96.44937794,100
Tameside,E08000008,18/11/2021,123,100,Cases with confirmed S-gene,123,96.22551656,100
Tameside,E08000008,22/11/2021,142,100,Cases with confirmed S-gene,142,96.71709912,100
Tameside,E08000008,23/11/2021,135,100,Cases with confirmed S-gene,135,96.55163774,100
Tameside,E08000008,24/11/2021,106,100,Cases with confirmed S-gene,106,95.64158619,100
Tameside,E08000008,25/11/2021,107,100,Cases with confirmed S-gene,107,95.6808912,100
Tameside,E08000008,26/11/2021,115,100,Cases with confirmed S-gene,115,95.97152782,100
Tameside,E08000008,29/11/2021,113,100,Cases with confirmed S-gene,113,95.90259833,100
Tameside,E08000008,30/11/2021,196,100,Cases with confirmed S-gene,196,97.60398862,100
Tameside,E08000008,01/12/2021,130,100,Cases with confirmed S-gene,130,96.42285828,100
Tameside,E08000008,02/12/2021,132,100,Cases with confirmed S-gene,132,96.47550729,100
Tameside,E08000008,03/12/2021,122,98.39,Cases with confirmed S-gene,124,93.71094881,99.72014115
Tameside,E08000008,03/12/2021,2,1.61,Cases with confirmed SGTF,124,0.279858852,6.289051186
Tameside,E08000008,13/12/2021,71,55.04,Cases with confirmed S-gene,129,46.04987085,63.72326584
Tameside,E08000008,13/12/2021,58,44.96,Cases with confirmed SGTF,129,36.27673416,53.95012915
Telford and Wrekin,E06000020,01/11/2021,104,99.05,Cases with confirmed S-gene,105,94.04489467,99.95026552
Telford and Wrekin,E06000020,01/11/2021,1,0.95,Cases with confirmed SGTF,105,0.049734483,5.95510533
Telford and Wrekin,E06000020,03/11/2021,103,100,Cases with confirmed S-gene,103,95.51925852,100
Telford and Wrekin,E06000020,15/11/2021,129,100,Cases with confirmed S-gene,129,96.39593948,100
Telford and Wrekin,E06000020,16/11/2021,106,100,Cases with confirmed S-gene,106,95.64158619,100
Telford and Wrekin,E06000020,17/11/2021,101,100,Cases with confirmed S-gene,101,95.43381921,100
Telford and Wrekin,E06000020,18/11/2021,114,100,Cases with confirmed S-gene,114,95.93735542,100
Telford and Wrekin,E06000020,19/11/2021,113,100,Cases with confirmed S-gene,113,95.90259833,100
Telford and Wrekin,E06000020,20/11/2021,111,100,Cases with confirmed S-gene,111,95.83126897,100
Telford and Wrekin,E06000020,21/11/2021,103,100,Cases with confirmed S-gene,103,95.51925852,100
Telford and Wrekin,E06000020,22/11/2021,178,100,Cases with confirmed S-gene,178,97.36687141,100
Telford and Wrekin,E06000020,29/11/2021,154,100,Cases with confirmed S-gene,154,96.96661328,100
Telford and Wrekin,E06000020,30/11/2021,125,100,Cases with confirmed S-gene,125,96.28408721,100
Telford and Wrekin,E06000020,01/12/2021,122,100,Cases with confirmed S-gene,122,96.19553335,100
Telford and Wrekin,E06000020,02/12/2021,128,100,Cases with confirmed S-gene,128,96.36861248,100
Telford and Wrekin,E06000020,13/12/2021,85,76.58,Cases with confirmed S-gene,111,67.40638945,83.86949264
Telford and Wrekin,E06000020,13/12/2021,26,23.42,Cases with confirmed SGTF,111,16.13050736,32.59361055
Thanet,E07000114,15/11/2021,106,100,Cases with confirmed S-gene,106,95.64158619,100
Thurrock,E06000034,08/12/2021,92,77.31,Cases with confirmed S-gene,119,68.54827772,84.27219323
